,surface_points,surface_disp_step1,surface_disp_step2,surface_disp_step3,surface_disp_step4,surface_disp_step5,surface_disp_step6,surface_disp_step7,surface_disp_step8,surface_disp_step9,surface_disp_step10,surface_disp_step11,surface_disp_step12,surface_disp_step13,surface_disp_step14,surface_disp_step15,surface_disp_step16,surface_disp_step17,surface_disp_step18,surface_disp_step19,surface_disp_step20,surface_disp_step21,surface_disp_step22,surface_disp_step23,surface_disp_step24,surface_disp_step25,surface_disp_step26,surface_disp_step27,surface_disp_step28,surface_disp_step29,surface_disp_step30,surface_disp_step31,surface_disp_step32,surface_disp_step33,surface_disp_step34,surface_disp_step35,surface_disp_step36,surface_disp_step37,surface_disp_step38,surface_disp_step39,surface_disp_step40,surface_disp_step41,surface_disp_step42,surface_disp_step43,surface_disp_step44,surface_disp_step45,surface_disp_step46,surface_disp_step47,surface_disp_step48,surface_disp_step49,surface_disp_step50,surface_disp_step51,surface_disp_step52,surface_disp_step53,surface_disp_step54,surface_disp_step55,surface_disp_step56,surface_disp_step57,surface_disp_step58,surface_disp_step59,surface_disp_step60,surface_disp_step61,surface_disp_step62,surface_disp_step63,surface_disp_step64,surface_disp_step65,surface_disp_step66,surface_disp_step67,surface_disp_step68,surface_disp_step69,surface_disp_step70,surface_disp_step71,surface_disp_step72,surface_disp_step73,surface_disp_step74,surface_disp_step75,surface_disp_step76,surface_disp_step77,surface_disp_step78,surface_disp_step79,surface_disp_step80
0,0.24921875,42.8216569030276,65.91507939151803,88.32303509209248,110.14375267366903,131.4227863665715,152.18522452841611,172.44809509323463,192.2251462736619,211.52869146074596,230.3703236718824,248.7611946497726,266.7121262452283,284.2336571309852,301.33606452445105,318.02937619860467,334.32337866611886,350.2276238047692,365.7514347994501,380.90391173985614,395.69393700633105,410.1301804968202,424.2211047171663,437.97496974513007,451.3998380738978,464.503579339026,477.2938749320217,489.778222503432,501.9639403581561,513.8581717455803,525.4678890470673,536.7998978632597,547.8608410036021,558.6572023804157,569.1953108098179,579.481343721713,589.5213307810285,599.3211574223303,608.886568299873,618.2231706551282,627.3364376037492,636.2317113439111,644.9142062878993,653.3890121187897,661.6610967740071,669.7353093575159,677.6163829823456,685.3089375451235,692.8174824342348,700.146419173205,707.3000440008478,714.2825503896955,721.0980315041869,727.7504826000529,734.2438033663084,740.5818002112226,746.7681884936072,752.8065947007304,758.7005585741377,764.4535351846166,770.0688969575333,775.5499356497172,780.8998642790632,786.1218190079715,791.2188609817392,796.1939781229761,801.0500868830967,805.7900339519155,810.4165979263506,814.9324909392104,819.3403602490183,823.64278979181,827.8423016958121,831.941357759885,835.9423608966084,839.8476565408405,843.6595340245905,847.3802279189983,851.0119193442187,854.5567372479703,858.0167596535022
1,0.2484375,42.72275228973343,65.76286356536916,88.11911836587416,109.88951608240035,131.1195036817636,151.834109858349,172.05032176526038,191.78185461291022,211.04099225966164,229.83929997449988,248.18790286613952,266.0975969903912,283.57889594279465,300.642052521294,317.29707070185594,333.55371379782554,349.4215110653699,364.9097636279928,380.02755005816954,394.78373174814476,409.18695812258994,423.2456717152305,436.96811311973676,450.36232582058375,463.43616090778255,476.1972816786489,488.65316812945593,500.8111213396557,512.6782677512562,524.261563345862,535.5677977218287,546.6035980739172,557.3754330777723,567.8896166815089,578.1523118066159,588.1695339603511,597.947154761743,607.4909053832581,616.8063799101578,625.8990386195076,634.7742111807602,643.4370997797902,651.8927821682064,660.1462146397332,668.2022349354023,676.0655650792545,683.7408141462219,691.2324809638001,698.5449567491071,705.6825276828613,712.6493774217978,719.4495895509887,726.0871499775071,732.565949266838,738.8897849234033,745.0623636165417,751.0873033532398,756.9681355989024,762.7083073473851,768.3111831415225,773.7800470453224,779.1181045689865,784.3284845478888,789.414240976607,794.3783547990877,799.2237356559904,803.9532235902366,808.5695907117628,813.0755428224551,817.4737210022147,821.766703157086,825.9570055303546,830.0470841775,834.03933640587,837.9361021799153,841.739665492816,845.4522557052952,849.0760488524115,852.6131689190936,856.0656890851623
2,0.24765625000000002,42.55765854059924,65.50871317258279,87.77852868577715,109.46472787539255,130.61258391032322,151.24703030688337,171.38498988342258,191.04012598035362,210.22467598019682,228.95016134685855,247.2276650010405,265.06794201424276,282.48146603299307,299.4784508664567,316.06886242233816,332.2624268397991,348.0686370734189,363.49675879808683,378.55583597176957,393.25469618781915,407.6019558694176,421.606025328249,435.27511369771037,448.6172337463807,461.6402065756677,474.3516662048098,486.75906404608463,498.8696732729171,510.69059308347306,522.2287528622466,533.4909162420926,544.4836850690828,555.2135032725141,565.68666064234,575.9092965162381,585.8874033784768,595.6268303726965,605.1332867306529,614.4123451189492,623.4694449057052,632.3098953490866,640.938878709562,649.3614532877117,657.5825563893703,665.6070072198415,673.4395097088793,681.084655268097,688.5469254824146,695.8306947371283,702.9402327821365,709.8797072348301,716.6531860231124,723.2646397699809,729.7179441210681,736.0168820165087,742.1651459084621,748.1663399255892,754.0239819857594,759.7415058582136,765.3222631764079,770.769525402704,776.0864857460646,781.2762610338804,786.3418935390184,791.2863527631704,796.1125371775405,800.8232759218972,805.4213304629832,809.9093962132563,814.2901041109086,818.5660221620923,822.739656946258,826.8134550854762,830.7898046786256,834.6710367012644,838.4594263720217,842.1571944863036,845.7665087180977,849.2894848906375,852.7281882166716
3,0.246875,42.327222258875864,65.15401740475748,87.30328381546241,108.87211417331667,129.90553512809913,150.4283439973604,170.45737094121787,190.0062044213486,209.0870147630165,227.71126032702827,245.889963366908,263.6338201118707,280.9532469312832,297.85840179922513,314.35919616113426,330.46530301912594,346.1861634774905,361.53099261333995,376.5087850073787,391.1283200656518,405.3981671845125,419.3266907807323,432.92205519697063,446.19222948826683,459.1449920934341,471.7879353944963,484.1284701669953,496.17382992383614,507.9310751552324,519.4070974672438,530.6086236213351,541.54221947732,552.2142938420014,562.6311022257635,572.7987505093137,582.7231985227239,592.410263538874,601.865623683329,611.0948212626673,620.1032660131946,628.8962382719567,637.4788920719042,645.8562581630257,654.0332469612193,662.0146514266312,669.805149873144,677.4093087106709,684.8315851218503,692.0763296747218,699.1477888729054,706.0501076447842,712.7873317731487,719.3634102667222,725.7821976749652,732.0474563475095,738.1628586395472,744.1319890644684,749.9583463950116,755.6453457141512,761.1963204169334,766.6145241644269,771.9031327909356,777.0652461655935,782.1038900094298,787.0220176689712,791.82251184742,796.5081862944236,801.081787455425,805.5459960815625,809.9034288010591,814.1566396530269,818.3081215845839,822.3603079121568,826.3155737478345,830.1762373916008,833.9445616902656,837.6227553638926,841.2129743004967,844.7173228197757,848.1378549066109
4,0.24609375,42.031278061410326,64.69846395308085,86.69283846079126,108.11081662904891,128.99711144117725,149.37634784876903,169.2652392196894,188.67727978309185,207.62455546543615,226.1184451434835,244.16989458604422,261.7895257767144,278.98768276230055,295.7744529721951,312.1596790056933,328.15296666356386,343.76369144996755,359.0010044038222,373.87383759235803,388.39090939688725,402.5607296427137,416.391604594995,429.89164183072756,443.06875499249946,455.9306684278793,468.4849217175697,480.7388740951436,492.6997087610199,504.3744370932256,515.7699027574273,526.8927857186455,537.7496061570038,548.3467282898073,558.690364102199,568.7865769885719,578.6412853068764,588.2602658479117,597.6491572216229,606.8134631624021,615.7585557553217,624.4896785851965,633.0119498103192,641.3303651626691,649.4498008763586,657.375016546027,665.1106579168619,672.6612596078833,680.0312477700846,687.2249426809929,694.2465612771626,701.1002196260969,707.7899353390353,714.3196299260303,720.6931310946882,726.9141749939254,732.9864084040535,738.9133908744744,744.6985968102471,750.3454175087378,755.8571631475578,761.2370647249462,766.4882759537405,771.6138751100435,776.6168668376687,781.5001839094233,786.2666889462632,790.9191760953231,795.4603726678097,799.892940737716,804.219478702294,808.4425228052015,812.5645486232148,816.5879725173788,820.5151530494456,824.3483923644338,828.0899375401142,831.7419819042165,835.3066663201299,838.7860804418486,842.1822639388981
5,0.24531250000000002,41.670730827562195,64.14347506093567,85.94919548904015,107.18347947670274,127.89065575239637,148.09513737312867,167.81349374249695,187.05910279605794,205.84394629187398,224.17930503796873,242.0760304768176,259.54465306522957,276.5954277260182,293.23835498211,309.4831926410573,325.339463756471,340.8164630732168,355.92326280800074,370.6687180951749,385.0614722266272,399.1099617372145,412.8224213573436,426.2068888427754,439.2712096872394,452.0230417216891,464.469859603296,476.61895919697594,488.4774618520742,500.0523185767399,511.35031411244495,522.3780709110413,533.1420530166876,543.6485698549184,553.903779931086,563.9136944403313,573.6841807912068,583.2209660450208,592.5296402729053,601.6156598325924,610.4843505668051,619.1409109251478,627.5904150113207,635.8378155574455,643.8879468272469,651.7455274497922,659.4151631854457,666.901349625666,674.2084748282203,681.3408218893723,688.302571454536,695.0978041688811,701.7305030693192,708.2045559192727,714.5237574875988,720.6918117730015,726.7123341752365,732.5888536143792,738.3248145994055,743.9235792472855,749.388429253789,754.7225678171428,759.9291215156778,765.0111421405649,769.971608484708,774.8134280888503,779.5394389459137,784.152411164569,788.6550485930164,793.0499904039232,797.3398126414518,801.5270297312823,805.6140959545155,809.6034068863219,813.4973008001753,817.2980600385014,821.0079123505382,824.629032198195,828.1635420306773,831.6135135286214,834.9809688184689
6,0.24453125000000003,41.2457607761547,63.48932718888589,85.07265805840086,106.09036624769328,126.58632888410521,146.5847105334929,166.1019120697662,185.15117541440938,203.7443605240663,221.89263353379366,239.60673557620586,256.8970900589341,273.7738476545755,290.2469072203925,306.32592736437385,322.02033432593913,337.3393283557302,352.2918894374946,366.8867826785622,381.13256349648464,395.0375826527857,408.60999115520906,421.85774503844215,434.7886100288447,447.4101660969743,459.72981190097545,471.7547691235949,483.49208670542544,494.9486449768785,506.131159691319,517.0461859617269,527.7001221031986,538.0992133835325,548.2495556841064,558.1570990731855,567.8276512937576,577.2668811679453,586.480321919977,595.4733744196809,604.2513103483913,612.8192752891281,621.1822917428599,629.3452620726168,637.3129713771838,645.0900902960517,652.6811777472784,660.0906835998558,667.3229512821588,674.3822203279964,681.2726288617647,687.9982160241531,694.5629243398282,700.9706020284841,707.2250052606106,713.3298003593056,719.288565949419,725.1047950552882,730.7818971483,736.3232001454692,741.7319523602164,747.0113244064798,752.1644110572836,757.1942330588465,762.1037389012996,766.8958065470474,771.5732451177872,776.1387965411731,780.5951371580951,784.9448792915106,789.1905727777481,793.3347064611847,797.3797096531704,801.3279535560525,805.1817526531413,808.9433660654254,812.614998875835,816.1988034218291,819.6968805570641,823.1112808828827,826.444005950347
7,0.24375000000000002,40.75732548377232,62.73746686349312,84.06520179142014,104.83402298699139,125.08728795602215,144.84887498036258,164.13499055120673,182.95871959856967,201.3317814417896,219.26520978617415,236.76961836039894,253.85530692509894,270.5323057315253,286.8103961949019,302.69912232476713,318.2077985134354,333.3455158411549,348.12114773099273,362.5433552761007,376.62059236544104,390.3611106583314,403.77296442896255,416.8640152907596,429.6419368060646,442.11421898489687,454.28817267582895,466.17093385171677,477.76946779285913,489.0905731700641,500.1408860300285,510.92688368537387,521.4548885116208,531.7310716533306,541.7614566415895,551.5519229249545,561.1082093159343,570.4359173550286,579.5405145942884,588.4273378023395,597.1015960927309,605.5683739774556,613.8326343474264,621.8992213816573,629.7728633868567,637.4581755690957,644.9596627391757,652.2817219532836,659.4286450904825,666.4046213685452,673.2137397996113,679.8599915871029,686.3472724653052,692.6793849829858,698.8600407323863,704.8928625248999,710.7813865147033,716.5290642715917,722.139264804235,727.6152765350308,732.9603092277255,738.1774958689222,743.2698945045845,748.2404900326119,753.092195952534,757.8278560733557,762.450246180548,766.9620756631645,771.3659891020384,775.6645678199897,779.8603313949513,783.9557391369,787.9531915294618,791.8550316370319,795.6635464782358,799.3809683665419,803.0094762188008,806.5511968324871,810.0082061323915,813.3825303874884,816.676147398698
8,0.24296875,40.20594966010572,61.88875761022646,82.92797642954936,103.41583347979241,123.39509951523553,142.88932973341446,161.91451139744234,180.483552480285,198.60801384819368,216.29878005158497,233.566321364223,250.420798354,266.87210573703123,282.9298927687031,298.60357451716754,313.90233954459416,328.8351561255014,343.4107778238809,357.6377487473603,371.52440860273714,385.07889760253255,398.30916124340365,411.2229549661293,423.82784870255534,436.1312313131891,448.14031491842957,459.8621391261214,471.3035751579685,482.47132987724217,493.37194972015226,504.0118245331875,514.3971913186767,524.5341378907583,534.4286064439093,544.0863970361181,553.5131709887431,562.7144542050562,571.6956404094018,580.4619943088859,589.0186546794367,597.3706373780484,605.5228382829767,613.4800361636046,621.2468954816635,628.8279691254518,636.2277010786502,643.4504290253016,650.5003868924811,657.3817073321451,664.0984241436175,670.6544746381281,677.0537019467957,683.299857273402,689.3966020932799,695.3475102996073,701.1560702983611,706.8256870531571,712.3596840811849,717.7613054013927,723.0337174360785,728.1800108669906,733.2032024470341,738.1062367686393,742.8919879898327,747.5632615190209,752.1227956594722,756.5732632144656,760.9172730540431,765.1573716442858,769.2960445400104,773.3357178417598,777.278759617945,781.1274812929657,784.8841390021304,788.5509349141656,792.1300185220923,795.6234879032216,799.0333909490157,802.3617265655274,805.6104458451264
9,0.2421875,39.59263767518709,60.94466132051,81.66291817023668,101.8382298847117,121.51271543365144,140.70957110620066,159.44454056274276,177.73033505480655,195.57833920950537,212.99927160296852,230.003442812905,246.60085840232662,262.8012621110875,278.6141559410318,294.04881126169107,309.1142763777574,323.81938265532875,338.17275001622914,352.18279211389097,365.8577213133139,379.2055535240528,392.2341129068034,404.9510364631944,417.3637785141168,429.47961507025286,441.3056480977639,452.84880968180033,464.1158660903449,475.11342174079886,485.84792307164895,496.32566232149964,506.5527812176869,516.5352745766397,526.2789938181062,535.7896503953045,545.0728191430113,554.1339415455577,562.9783289266377,571.6111655628174,580.0375117225548,588.2623066325235,596.2903713729766,604.126411703846,611.7750208232403,619.2406820599546,626.5277715015706,633.6405605596906,640.5832184738101,647.3598147552923,653.9743215728821,660.4306160811569,666.73248269328,672.8836152993849,678.8876194318981,684.7480143790642,690.4682352479155,696.0516349778911,701.501486306296,706.8209836867375,712.0132451616779,717.0813141901925,722.0281614320072,726.8566864888617,731.569719604219,736.1700233223168,740.6602941075342,745.0431639250232,749.3212017835305,753.4969152413153,757.5727518760442,761.5511007195277,765.4342936581367,769.2246067997197,772.9242618078252,776.5354272040079,780.0602196389843,783.500705133381,786.8589002888068,790.1367734699527,793.336245958417
