0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 -7.978733595269503487e-02
2.000000000000000000e+01 -1.711062928465548472e-01
3.000000000000000000e+01 -2.696714198780029159e-01
4.000000000000000000e+01 -3.730368022880934387e-01
4.999999999999999289e+01 -4.797820865842682969e-01
5.999999999999999289e+01 -5.890681729916972253e-01
6.999999999999998579e+01 -7.003903355132506947e-01
8.000000000000000000e+01 -8.134388118266038248e-01
9.000000000000000000e+01 -9.280199392618041498e-01
1.000000000000000000e+02 -1.044009453315004610e+00
1.100000000000000142e+02 -1.081537847770188021e+00
1.200000000000000142e+02 -1.108805177067867298e+00
1.300000000000000284e+02 -1.130058382553260854e+00
1.400000000000000284e+02 -1.147714432446039989e+00
1.500000000000000284e+02 -1.163172336323645029e+00
1.600000000000000284e+02 -1.177254833928300881e+00
1.700000000000000000e+02 -1.190452765542803659e+00
1.800000000000000000e+02 -1.203064695584450838e+00
1.900000000000000000e+02 -1.215274611061564203e+00
1.999999999999999716e+02 -1.227198089071761311e+00
