,surface_points,surface_disp_step1
0,0.24921875,13.72546516414235
1,0.2484375,13.698107789293955
2,0.24765625000000002,13.640875907381798
3,0.246875,13.57123135007158
4,0.24609375,13.472186115447776
5,0.24531250000000002,13.3606837576717
6,0.24453125000000003,13.220435816939098
7,0.24375000000000002,13.067763107657566
8,0.24296875,12.887177136235113
9,0.2421875,12.694275353974836
10,0.24140625,12.474464724733929
11,0.240625,12.242523172842125
12,0.23984375000000002,11.984843090560146
13,0.2390625,11.715291765615335
14,0.23828125,11.421330913782095
15,0.23750000000000002,11.115831689040109
16,0.23671875000000003,10.787402434044463
17,0.23593750000000002,10.447838814233616
18,0.23515625,10.086966031617019
19,0.234375,9.715431539036045
20,0.23359375,9.324340129569698
21,0.2328125,8.923125398030258
22,0.23203125000000002,8.504226569983466
23,0.23125,8.075805221421772
24,0.23046875,7.631681625168295
25,0.22968750000000002,7.178695019806491
26,0.22890625000000003,6.71208482529944
27,0.22812500000000002,6.237325776046526
28,0.22734375,5.75110578995765
29,0.2265625,5.257501344240913
30,0.22578125,4.75466927454689
31,0.225,4.245262667715487
32,0.22421875000000002,3.728918640816639
33,0.2234375,3.2068505336784074
34,0.22265625,2.680177982221411
35,0.22187500000000002,2.148667098238353
36,0.22109375000000003,1.6149131335824485
37,0.22031250000000002,1.0772364140951654
38,0.21953125,0.5396918068128641
39,0.21875,-0.0008357925338927992
40,0.21796875,-0.5388569012546075
41,0.2171875,-1.0789028481169327
42,0.21640625000000002,-1.6140833793292648
43,0.215625,-2.1503181109377634
44,0.21484375,-2.6793584988121526
45,0.21406250000000002,-3.2084759498325592
46,0.21328125000000003,-3.728114484625083
47,0.21250000000000002,-4.246852470194794
48,0.21171875,-4.753885407671425
49,0.2109375,-5.2590457358306715
50,0.21015625,-5.750347049654101
51,0.209375,-6.238815239085936
52,0.20859375000000002,-6.711355893243417
53,0.2078125,-7.180120375256101
54,0.20703125,-7.630986999618816
55,0.20625000000000002,-8.077157685492494
56,0.20546875000000003,-8.503570537280428
57,0.20468750000000002,-8.924396636020687
58,0.20390625,-9.323726738513026
59,0.203125,-9.71661371783716
60,0.20234375,-10.086399068630715
61,0.2015625,-10.448924649916314
62,0.20078125000000002,-10.786885398948609
63,0.2,-11.116814491077024
64,0.19921875,-11.420866998150434
65,0.19843750000000002,-11.71616547872
66,0.19765625000000003,-11.984435159493739
67,0.19687500000000002,-12.243282415676479
68,0.19609375,-12.474115298293706
69,0.1953125,-12.694915451006777
70,0.19453125,-12.886888374597335
71,0.19375,-13.068280117433433
72,0.19296875000000002,-13.220209504695513
73,0.1921875,-13.36107449714547
74,0.19140625,-13.472023653166751
75,0.19062500000000002,-13.571493416088432
76,0.18984375000000003,-13.640778302739937
77,0.18906250000000002,-13.698239571956654
78,0.18828125,-13.725433025246561
79,0.1875,-13.74053153381708
80,0.18671875,-13.725465897571548
81,0.1859375,-13.698108558242645
82,0.18515625000000002,-13.640876716536697
83,0.184375,-13.571232195890065
84,0.18359375,-13.472187002556565
85,0.18281250000000002,-13.360684682668454
86,0.18203125000000003,-13.22043678418258
87,0.18125000000000002,-13.06776411398995
88,0.18046875,-12.887178185941599
89,0.1796875,-12.694276443984034
90,0.17890625,-12.474465859443916
91,0.178125,-12.242524349596891
92,0.17734375000000002,-11.984844313095229
93,0.1765625,-11.715293031083148
94,0.17578125,-11.421332226122901
95,0.17500000000000002,-11.11583304586517
96,0.17421875000000003,-10.78740383893697
97,0.17343750000000002,-10.447840264696175
98,0.17265625,-10.086967531250032
99,0.171875,-9.715433085646717
100,0.17109375,-9.32434172703429
101,0.1703125,-8.923127044326884
102,0.16953125000000002,-8.504228268750872
103,0.16875,-8.075806970870842
104,0.16796875,-7.631683428956343
105,0.16718750000000002,-7.178696875850143
106,0.16640625000000003,-6.712086737235608
107,0.16562500000000002,-6.237327742097532
108,0.16484375,-5.751107813788182
109,0.1640625,-5.257503424331629
110,0.16328125,-4.7546714145783335
111,0.1625,-4.245264866187383
112,0.16171875000000002,-3.7289209014892983
113,0.1609375,-3.206852855025575
114,0.16015625,-2.68018036787798
115,0.15937500000000002,-2.1486695467644337
116,0.15859375000000003,-1.6149156488703913
117,0.15781250000000002,-1.0772389947099872
118,0.15703125,-0.5396944565309963
119,0.15625,0.0008330750993259546
120,0.15546875,0.5388541122100965
121,0.1546875,1.07889998884948
122,0.15390625000000002,1.614080445863731
123,0.153125,2.150315104668859
124,0.15234375,2.6793554155968486
125,0.15156250000000002,3.208472791062201
126,0.15078125000000003,3.7281112460254673
127,0.15000000000000002,4.246849153196456
128,0.14921875,4.753882007732618
129,0.1484375,5.259042254332265
130,0.14765625,5.750343481892798
131,0.146875,6.238811586613322
132,0.14609375000000002,6.711352151077132
133,0.25078125,13.725432365130102
134,0.25,13.740530839753909
135,0.1453125,7.180116544905606
136,0.14453125,7.6309830760251485
137,0.0,13.640777713572504
138,0.2515625,13.69823894966006
139,0.0,13.571492864446375
140,0.14375000000000002,8.077153670282648
141,0.0,8.503566425623488
142,0.0,8.924392429787149
143,0.14296875,8.503566425623488
144,0.1421875,8.924392429787149
145,0.14140625,9.323722431993014
146,0.140625,9.716609312853413
147,0.13984375,10.086394558826667
148,0.1390625,10.448920037215068
149,0.13828125000000002,10.786880677053114
150,0.1375,11.116809662197989
151,0.13671875,11.420862056014153
152,0.13593750000000002,11.716160425754898
153,0.13515625,11.984429988295288
154,0.134375,12.243277129059562
155,0.13359375,12.474109888626938
156,0.1328125,12.694909920690229
157,0.13203125,12.88688271541975
158,0.13125,13.068274332347023
159,0.13046875000000002,13.220203585358739
160,0.1296875,13.361068446751133
161,0.12890625,13.472017462872477
162,0.12812500000000002,13.571487089248429
163,0.12734375,13.6407718298573
164,0.1265625,13.69823295696269
165,0.12578125,13.725426258031124
166,0.125,13.740524618193126
167,0.12421875,13.725458822285807
168,0.1234375,13.698101327565517
169,0.12265625000000001,13.640869319500222
170,0.12187500000000001,13.571224636915344
171,0.12109375,13.472179269422488
172,0.1203125,13.360676780612906
173,0.11953125,13.220428700998243
174,0.11875000000000001,13.067755854920657
175,0.11796875000000001,12.887169737520448
176,0.1171875,12.694267811862563
177,0.11640625,12.474457029313324
178,0.115625,12.242515327462625
179,0.11484375000000001,11.984835084640808
180,0.11406250000000001,11.715283602662065
181,0.11328125,11.421322582011845
182,0.1125,11.115823192983054
183,0.11171875,10.78739376133908
184,0.11093750000000001,10.447829969380004
185,0.11015625000000001,10.086957001471012
186,0.109375,9.715422328905769
