0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 -1.857667553292517149e-01
2.000000000000000000e+03 -4.432323973972452924e-01
2.999999999999999545e+03 -7.627420252462819850e-01
4.000000000000000000e+03 -1.136425179003140107e+00
5.000000000000000000e+03 -1.557710510364171297e+00
6.000000000000000000e+03 -2.021032178453989303e+00
7.000000000000000909e+03 -2.521625305515319493e+00
8.000000000000000909e+03 -3.055383694815562379e+00
9.000000000000001819e+03 -3.618743569572858920e+00
1.000000000000000182e+04 -4.208596848993408912e+00
1.100000000000000000e+04 -4.822220217179839175e+00
1.200000000000000000e+04 -5.457218115570752204e+00
1.300000000000000182e+04 -6.111474530286302276e+00
1.400000000000000182e+04 -6.783115537836724940e+00
1.500000000000000182e+04 -7.470475850564996634e+00
1.600000000000000182e+04 -8.172071671848511798e+00
1.700000000000000364e+04 -8.886577582907875694e+00
1.800000000000000364e+04 -9.612806966591092461e+00
1.900000000000000364e+04 -1.034969518878571826e+01
2.000000000000000364e+04 -1.109628515026103557e+01
2.100000000000000000e+04 -1.185171486242362349e+01
2.200000000000000000e+04 -1.261520673906077761e+01
2.300000000000000000e+04 -1.338605817611133908e+01
2.400000000000000000e+04 -1.416363365379860717e+01
2.500000000000000000e+04 -1.494735713283566803e+01
2.600000000000000364e+04 -1.573670620328845793e+01
2.700000000000000364e+04 -1.653120648869428067e+01
2.800000000000000364e+04 -1.733042662365982167e+01
2.900000000000000364e+04 -1.813397414287140563e+01
3.000000000000000364e+04 -1.894149158740376393e+01
3.100000000000000364e+04 -1.975265296925201142e+01
3.200000000000000364e+04 -2.056716097198010118e+01
3.300000000000000728e+04 -2.138474412967304872e+01
3.400000000000000728e+04 -2.220515441112743105e+01
3.500000000000000728e+04 -2.302816507179021599e+01
3.600000000000000728e+04 -2.385356872753392565e+01
3.700000000000000728e+04 -2.468117550858214670e+01
3.800000000000000728e+04 -2.551081158741932242e+01
3.900000000000000728e+04 -2.634231765394927294e+01
4.000000000000000728e+04 -2.717554766360041540e+01
4.100000000000000728e+04 -2.801036812957588040e+01
4.200000000000000000e+04 -2.884665537198803165e+01
4.300000000000000000e+04 -2.968429698446196241e+01
4.399999999999999272e+04 -3.052318980147039085e+01
4.499999999999999272e+04 -3.136323844088579094e+01
4.599999999999998545e+04 -3.220435556093227802e+01
4.699999999999997817e+04 -3.304646123734045204e+01
4.799999999999997817e+04 -3.388948138341159932e+01
4.899999999999997090e+04 -3.473334801335376198e+01
4.999999999999997090e+04 -3.557799916846671806e+01
5.099999999999996362e+04 -3.642337721912838333e+01
5.199999999999996362e+04 -3.726942932302325318e+01
5.299999999999995634e+04 -3.811610684113596648e+01
5.399999999999995634e+04 -3.896336490256008034e+01
5.499999999999994907e+04 -3.981116234119755148e+01
5.599999999999993452e+04 -4.065946116316956704e+01
5.699999999999993452e+04 -4.150822636126706300e+01
5.799999999999992724e+04 -4.235742569687980819e+01
5.899999999999992724e+04 -4.320702944603588946e+01
5.999999999999991996e+04 -4.405701020853201300e+01
6.099999999999991996e+04 -4.490734265452646667e+01
6.199999999999991269e+04 -4.575800354309445339e+01
6.299999999999991269e+04 -4.660897128734934114e+01
6.399999999999990541e+04 -4.746022612329313262e+01
6.499999999999990541e+04 -4.831174964846686493e+01
6.599999999999989814e+04 -4.916352517477155004e+01
6.699999999999989814e+04 -5.001553673506268183e+01
6.799999999999989814e+04 -5.086777010879732330e+01
6.899999999999988358e+04 -5.172021195205765309e+01
6.999999999999986903e+04 -5.257284989612462311e+01
7.099999999999986903e+04 -5.342567267111819262e+01
7.199999999999986903e+04 -5.427866966095314183e+01
7.299999999999986903e+04 -5.513183118566621488e+01
7.399999999999985448e+04 -5.598514829852754815e+01
7.499999999999985448e+04 -5.683861257149652602e+01
7.599999999999985448e+04 -5.769221634805847287e+01
7.699999999999983993e+04 -5.854595249255132927e+01
7.799999999999983993e+04 -5.939981444163023383e+01
7.899999999999983993e+04 -6.025379598451418417e+01
7.999999999999983993e+04 -6.110789151946513442e+01
8.099999999999982538e+04 -6.196209580340850920e+01
8.199999999999982538e+04 -6.281640383428658225e+01
8.299999999999982538e+04 -6.367081116975776922e+01
8.399999999999982538e+04 -6.452531357322872907e+01
8.499999999999981083e+04 -6.537990715343018167e+01
8.599999999999981083e+04 -6.623458828511320462e+01
8.699999999999981083e+04 -6.708935358481787148e+01
8.799999999999979627e+04 -6.794419991104091139e+01
8.899999999999979627e+04 -6.879912435422690464e+01
8.999999999999979627e+04 -6.965412417377908127e+01
9.099999999999979627e+04 -6.865152759481112810e+01
9.199999999999978172e+04 -6.693201309121621989e+01
9.299999999999978172e+04 -6.459213278315547768e+01
9.399999999999978172e+04 -6.171058067697945404e+01
9.499999999999978172e+04 -5.835306816902549798e+01
9.599999999999976717e+04 -5.457525456205777914e+01
9.699999999999976717e+04 -5.042478936782593735e+01
9.799999999999976717e+04 -4.594272943958661415e+01
9.899999999999975262e+04 -4.116471254640575239e+01
9.999999999999975262e+04 -3.612181817421545560e+01
1.009999999999997526e+05 -3.251317744673176691e+01
1.019999999999997526e+05 -2.933614187281091645e+01
1.029999999999997381e+05 -2.652496608795629029e+01
1.039999999999997381e+05 -2.402755887946107194e+01
1.049999999999997381e+05 -2.180143273969899198e+01
1.059999999999997235e+05 -1.981131722436884957e+01
1.069999999999997235e+05 -1.802759808382158013e+01
1.079999999999997235e+05 -1.642516300270678897e+01
1.089999999999997235e+05 -1.498261258310384036e+01
1.099999999999997090e+05 -1.368153073852891666e+01
