0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 -1.950331847802717622e-01
2.000000000000000000e+03 -4.688227226498474787e-01
2.999999999999999545e+03 -8.113749028028434118e-01
4.000000000000000000e+03 -1.214318123721650489e+00
5.000000000000000000e+03 -1.670516171832817864e+00
6.000000000000000000e+03 -2.173826621238540202e+00
7.000000000000000909e+03 -2.718928958441914290e+00
8.000000000000000909e+03 -3.301191857429374821e+00
9.000000000000001819e+03 -3.916568261206213375e+00
1.000000000000000182e+04 -4.561508817319666953e+00
