,surface_points,surface_disp_step1,surface_disp_step2,surface_disp_step3,surface_disp_step4,surface_disp_step5,surface_disp_step6,surface_disp_step7,surface_disp_step8,surface_disp_step9,surface_disp_step10
76,0.040234375,-81.10690047391995,-143.2540722260287,-194.530184008584,-236.83697313394399,-271.74341289118405,-300.543995259847,-324.30676639887446,-343.91294466408755,-360.0896034877354,-373.43663568716966
77,0.039843750000000004,-77.81387944524855,-137.4395388985239,-186.63569152831843,-227.22655232455142,-260.71731239568305,-288.3498987842243,-311.1490108466217,-329.96011266800195,-345.48078254729535,-358.2865800829264
78,0.039453125000000006,-74.47951968216339,-131.54852375431693,-178.63475332527463,-217.48455628290026,-249.5387047033064,-275.98591651284835,-297.8069665189901,-315.8110674651399,-330.6658824679005,-342.92228609707223
79,0.0390625,-71.12699668601088,-125.62881153447789,-170.5973799074211,-207.70014329153142,-238.3129416540745,-263.5709771042923,-284.41089249771767,-301.6054983175566,-315.792427850745,-327.4977812664971
80,0.038671875,-67.73729706058506,-119.64013725307147,-162.46388106217407,-197.7967942421154,-226.94922610439082,-251.00228761065122,-270.8479699353138,-287.22223246285154,-300.7322985068734,-311.87917498197396
81,0.03828125,-64.33044201459585,-113.62437527501716,-154.29602199532965,-187.8534790211424,-215.54111370123695,-238.38565279946553,-257.2342384337345,-272.7858358722249,-285.6171502134325,-296.20401099829473
82,0.037890625000000004,-60.89062867989783,-107.54727467409008,-146.04250164352374,-177.80404425239723,-204.00980859836883,-225.63163168858756,-243.47134568034215,-258.1905218037549,-270.3350072757364,-280.3551688402647
83,0.037500000000000006,-57.434695125831034,-101.4447399299583,-137.75675310175882,-167.71716140105238,-192.43694079812056,-212.83275955741445,-229.660952824003,-243.54556290022822,-255.0014774653402,-264.45352174565795
84,0.037109375,-53.95007151048169,-95.28858216469507,-129.3959354181278,-157.53713341433343,-180.75582280294478,-199.91306813640247,-215.7193061874792,-228.7606999356194,-239.52087884338297,-248.3988750509637
85,0.03671875,-50.45038874735597,-89.10868559995403,-121.00507557532214,-147.3222391832354,-169.03604793273274,-186.95169813534,-201.73355174453218,-213.9297658710045,-223.99261686139505,-232.29527058567638
86,0.036328125,-46.926327360634126,-82.88296168666311,-112.54985011297732,-137.02731175425652,-157.2231245945253,-173.88625303279463,-187.63464301300024,-198.97814544065216,-208.3374263006364,-216.05956784982234
87,0.035937500000000004,-43.38829219585179,-76.63523363500381,-104.0668193677627,-126.7001599718918,-145.37451773172455,-160.78237543271675,-173.49509743316193,-183.98411043527773,-192.63838208159615,-199.7788434988772
88,0.035546875000000006,-39.830226291314446,-70.34954172633495,-95.53022106206002,-116.30620380518536,-133.44799955409061,-147.59131770377448,-159.26066053739908,-168.88878072949856,-176.8327321479759,-183.38711198893836
89,0.03515625,-36.25929465846381,-64.04361711233183,-86.96810194765592,-105.88272142115531,-121.48883446702213,-134.36514256509415,-144.98913146854858,-153.75477056574096,-160.98711904008587,-166.9543784297902
90,0.034765625,-32.67270993098957,-57.70764782424537,-78.3632911867226,-95.40575988317114,-109.46710706197717,-121.06880689228566,-130.64110924600345,-138.5390012880022,-145.05537421399617,-150.43188590917498
91,0.070703125,-170.27102695880416,-300.7395565149796,-408.38616758045305,-497.20314694602206,-570.4842582185566,-630.9470616945928,-680.8337426272128,-721.9942764327278,-755.9550383818688,-783.9754094453161
92,0.0703125,-171.72093704752766,-303.3027639897396,-411.86841984447676,-501.44385587546026,-575.350827484918,-636.3300525430161,-686.6428437495525,-728.1549660463555,-762.4058257442636,-790.6655571437176
93,0.034375,-29.074388564975045,-51.35325145739015,-69.73528840087795,-84.9020226548462,-97.41582831289602,-107.74073321099895,-116.25960824031839,-123.28835800311995,-129.08763201063786,-133.87248867229997
94,0.033984375,-25.46481463250229,-44.97677282463558,-61.07553059547424,-74.35820690015566,-85.31742386076297,-94.35961633937967,-101.82011837459143,-107.97560425055023,-113.05435086876143,-117.24470418119273
95,0.0,-167.21570965534784,-295.3431393829348,-401.0581647243081,-488.2814338057231,-560.2476070201832,-619.6254811699271,-668.6170081974672,-709.0389679830702,-742.3903468789281,-769.9079278230824
96,0.07109375,-168.79612492148334,-298.1367877708795,-404.8532967557888,-492.9030352378418,-565.5511823067034,-625.49177508556,-674.9476106235991,-715.7526752272719,-749.4201552145474,-777.198551248012
97,0.0,-165.61104188914175,-292.51110714726053,-397.2139205049555,-483.6021954203196,-554.8795000057179,-613.6890366353642,-662.2116593263647,-702.2467478852059,-735.2789354196891,-762.5331638643833
98,0.03359375,-21.844652516519393,-38.58370429894552,-52.39495049893756,-63.79041443513411,-73.19261817199589,-80.9502003799529,-87.35082671910205,-92.63184990277425,-96.98910787140194,-100.58418430788618
99,0.033203125,-18.217654405274118,-32.176546732112634,-43.69359565287538,-53.19599853227266,-61.036186880067504,-67.50492954992644,-72.84212767632104,-77.24571604278454,-80.87900526389328,-83.87673893828153
100,0.0328125,-14.581234235206189,-25.754665351928885,-34.97382580079572,-42.5804493691991,-48.85655454282966,-54.03485322459356,-58.307362272534014,-61.83251652854099,-64.74104039768433,-67.14079369229906
101,0.032421875,-10.942403792844724,-19.326706468583158,-26.24428791083274,-31.951765219185408,-36.66083586632528,-40.54615434203592,-43.751818954310906,-46.396719774916996,-48.578949310687314,-50.37944103668969
102,0.032031250000000004,-7.295333366583834,-12.885916042659407,-17.498776405730595,-21.304831691594778,-24.4451619007566,-27.036193314945937,-29.173997901011933,-30.937848331336223,-32.39315391057786,-33.59388427420886
103,0.031640625000000006,-3.6502806426442644,-6.447065440673165,-8.754512782801928,-10.658263850577844,-12.228955653699591,-13.524858999622909,-14.594047165984843,-15.476182180894094,-16.203987182671202,-16.80446072271101
104,0.03125,0.0018157800146484618,0.0027009767487013348,0.003252444739448101,0.0036331375118264816,0.003919132561155389,0.004149321501453247,0.00434477947173276,0.004517240665740966,0.004673355650669305,0.004816878002584324
105,0.030859375,3.647471182653891,6.442516997036346,8.748761923472797,10.651672719661606,12.22178176278611,13.517291794063663,14.586228708979982,15.468219693190242,16.19596144445155,16.796431972651458
